accession,PF00154_results,PF00154_domain_results,PF21134_domain_results,gold_standards_results,PF21134_results,Walker_A,Walker_B
A0A068A216,0,0,0,0,0,0,0
A0A077KGX2,0,0,0,0,0,0,0
A0A0M4RTQ0,0,0,0,0,0,0,0
A0A142K8S6,0,0,0,0,0,0,1
A0A1B3B223,0,0,0,0,0,0,1
A0A1J0MJ38,0,0,0,0,0,0,0
A0A1S5S9M9,0,0,0,0,0,0,0
A0A1S5SFR1,0,0,0,0,0,0,0
A0A2U8UME3,0,0,0,0,0,0,0
A0A2Z5XAS8,0,0,0,0,0,0,0
A0A345L155,0,0,0,0,0,1,0
A0A385DX32,0,0,0,0,0,0,0
A0A385E0F8,0,0,0,0,0,0,1
A0A386K4W3,0,0,0,0,0,0,0
A0A3G2KIA2,0,0,0,0,0,0,1
A0A3G3BY95,0,0,0,0,0,0,0
A0A3G3M3E3,0,0,0,0,0,0,0
A0A3Q9R8W5,0,0,0,0,0,0,0
A0A3S9UDB7,0,0,0,0,0,0,0
A0A410T7W0,0,0,0,0,0,0,0
A0A411BME6,0,0,0,0,0,0,0
A0A481W330,0,0,0,0,0,0,0
A0A513ZXN0,0,0,0,0,0,0,0
A0A514U687,0,0,0,0,0,0,0
A0A516KP77,0,0,0,0,0,0,1
A0A5P8DD31,0,0,0,0,0,1,0
A0A653FT76,0,0,0,0,0,0,0
A0A6J5N2A4,0,0,0,0,0,0,0
A0A6J5PAF1,0,0,0,0,0,0,0
A0A6J5RYE6,0,0,0,0,0,0,1
A0A7S5RL90,0,0,0,0,0,0,1
A0A7S6R6W3,0,0,0,0,0,0,0
A0A7T3N177,0,0,0,0,0,0,1
A0A8F3E9R1,0,0,0,0,0,0,1
A0A8S5LK10,0,0,0,0,0,0,0
A0A8S5MEY2,0,0,0,0,0,0,0
A0A8S5NS90,0,0,0,0,0,0,1
A0A8S5NVT3,0,0,0,0,0,0,0
A0A8S5PHL2,0,0,0,0,0,0,0
A0A8S5Q874,0,0,0,0,0,0,1
A0A8S5RRD8,0,0,0,0,0,0,0
A0A8S5S3J0,0,0,0,0,0,0,1
A0A8S5SQ18,0,0,0,0,0,0,1
A0A8S5SQ66,0,0,0,0,0,0,0
A0A8S5TBB7,0,0,0,0,0,0,1
A0A8S5TLF1,0,0,0,0,0,0,1
A0A8S5TNU4,0,0,0,0,0,0,0
A0A8S5UUH9,0,0,0,0,0,0,0
A0A8S5V3M0,0,0,0,0,0,0,0
A0A976UAC5,0,0,0,0,0,0,0
A0AAX3XG98,0,0,0,0,0,0,1
A0AAX3ZUX4,0,0,0,0,0,0,0
A0AAX3ZX27,0,0,0,0,0,0,1
B6SCW8,0,0,0,0,0,0,0
B8K1C8,0,0,0,0,0,0,0
C5J953,0,0,0,0,0,0,0
H2BDD9,0,0,0,0,0,0,0
Q4ZAT8,0,0,0,0,0,0,0
Q94N03,0,0,0,0,0,0,0
A0A127KPJ0,0,0,0,0,0,0,0
A0A142KAR5,0,0,0,0,0,0,1
A0A1B3AYT2,0,0,0,0,0,0,1
A0A1C9LX25,0,0,0,0,0,0,0
A0A218KCE2,0,0,0,0,0,0,1
A0A2D1G541,0,0,0,0,0,0,0
A0A2H4JCU1,0,0,0,0,0,0,0
A0A2I6PE87,0,0,0,0,0,0,0
A0A2I6PEZ6,0,0,0,0,0,0,0
A0A2K9VBR8,0,0,0,0,0,0,0
A0A3G3LYI3,0,0,0,0,0,0,1
A0A410TDU0,0,0,0,0,0,1,0
A0A481VS58,0,0,0,0,0,0,0
A0A4D6T625,0,0,0,0,0,0,1
A0A4P1QFI6,0,0,0,0,0,0,1
A0A4Y6EK07,0,0,0,0,0,0,1
A0A5C0CGU1,0,0,0,0,0,0,0
A0A649V8X8,0,0,0,0,0,1,0
A0A653FU76,0,0,0,0,0,0,0
A0A6J7W9F5,0,0,0,0,0,0,0
A0A6J7X532,0,0,0,0,0,0,0
A0A6S4P8E6,0,0,0,0,0,0,0
A0A7S5QVQ9,0,0,0,0,0,0,1
A0A7S5R9M9,0,0,0,0,0,0,1
A0A7S6R6T3,0,0,0,0,0,0,0
A0A7S6RAZ8,0,0,0,0,0,0,0
A0A8F3EAF4,0,0,0,0,0,0,1
A0A8S5MMF1,0,0,0,0,0,0,0
A0A8S5MSI7,0,0,0,0,0,0,0
A0A8S5MVC4,0,0,0,0,0,0,0
A0A8S5NTI5,0,0,0,0,0,0,1
A0A8S5P0C4,0,0,0,0,0,0,0
A0A8S5P1E9,0,0,0,0,0,0,0
A0A8S5PYE7,0,0,0,0,0,0,1
A0A8S5QPU7,0,0,0,0,0,0,1
A0A8S5RSQ9,0,0,0,0,0,0,1
A0A8S5RT62,0,0,0,0,0,0,0
A0A8S5SCF0,0,0,0,0,0,0,0
A0A8S5SYD5,0,0,0,0,0,0,1
A0A8S5TX82,0,0,0,0,0,0,0
A0A8S5U5W0,0,0,0,0,0,0,0
A0A8T8JFY4,0,0,0,0,0,0,1
A0AAE9FSB0,0,0,0,0,0,0,0
A0AAX3ZX07,0,0,0,0,0,0,1
A0EX17,0,0,0,0,0,0,0
B5WZK8,0,0,0,0,0,0,0
B7T0F2,0,0,0,0,0,0,0
C5IHJ6,0,0,0,0,0,0,0
G1BMR9,0,0,0,0,0,0,0
M1RZA8,0,0,0,0,0,0,0
O80068,0,0,0,0,0,0,0
Q6EVM3,0,0,0,0,0,0,0
Q854V7,0,0,0,0,0,0,1
U4KJ82,0,0,0,0,0,0,0
V5UQU6,0,0,0,0,0,0,0
V9QKF1,0,0,0,0,0,0,0
A0A076YL28,0,0,0,0,0,0,1
A0A088CD23,0,0,0,0,0,0,0
A0A0A7S2C0,0,0,0,0,0,0,1
A0A0M5M1H9,0,0,0,0,0,0,0
A0A0N7E0Q8,0,0,0,0,0,0,0
A0A0S2SYQ7,0,0,0,0,0,0,0
A0A142K8K2,0,0,0,0,0,0,1
A0A142KB70,0,0,0,0,0,0,1
A0A143FS32,0,0,0,0,0,0,0
A0A160DFH7,0,0,0,0,0,0,0
A0A173G9D0,0,0,0,0,0,0,0
A0A173G9H3,0,0,0,0,0,0,0
A0A1B1SEB1,0,0,0,0,0,0,0
A0A1D8EZV4,0,0,0,0,0,0,0
A0A1S5SD03,0,0,0,0,0,0,0
A0A1X9HWP9,0,0,0,0,0,0,0
A0A248XD46,0,0,0,0,0,0,0
A0A2H4PF77,0,0,0,0,0,1,0
A0A2I6PEN0,0,0,0,0,0,0,0
A0A2I7SC08,0,0,0,0,0,0,0
A0A2R2ZGC4,0,0,0,0,0,0,0
A0A2Z2FB15,0,0,0,0,0,0,0
A0A2Z4Q3U8,0,0,0,0,0,0,1
A0A385DWJ7,0,0,0,0,0,1,1
A0A3G2KG16,0,0,0,0,0,0,0
A0A3S9UPV9,0,0,0,0,0,1,0
A0A4Y5TNP6,0,0,0,0,0,0,1
A0A5C0CGY2,0,0,0,0,0,0,0
A0A6B9J7M3,0,0,0,0,0,0,0
A0A6J5PLG8,0,0,0,0,0,0,1
A0A6J5PX68,0,0,0,0,0,0,0
A0A6J7WU15,0,0,0,0,0,0,1
A0A6J7X7C6,0,0,0,0,0,0,0
A0A7S6R6W4,0,0,0,0,0,0,1
A0A7T7K7Y6,0,0,0,0,0,0,0
A0A7T8IVA2,0,0,0,0,0,0,0
A0A8F2IGS0,0,0,0,0,0,0,0
A0A8S5LQ89,0,0,0,0,0,0,1
A0A8S5MFL1,0,0,0,0,0,0,0
A0A8S5MX70,0,0,0,0,0,1,0
A0A8S5MZD5,0,0,0,0,0,0,1
A0A8S5N252,0,0,0,0,0,0,1
A0A8S5NEE2,0,0,0,0,0,0,0
A0A8S5NLK8,0,0,0,0,0,0,1
A0A8S5NM06,0,0,0,0,0,0,1
A0A8S5PFE9,0,0,0,0,0,0,1
A0A8S5PQI3,0,0,0,0,0,0,0
A0A8S5QRA9,0,0,0,0,0,0,0
A0A8S5QTC2,0,0,0,0,0,0,0
A0A8S5QUQ5,0,0,0,0,0,0,1
A0A8S5S3X5,0,0,0,0,0,0,1
A0A8S5T223,0,0,0,0,0,0,0
A0A8S5TLI3,0,0,0,0,0,0,1
A0A8S5UAS5,0,0,0,0,0,0,0
A0A8S5UAS7,0,0,0,0,0,0,0
A0A8S5UB00,0,0,0,0,0,0,0
A0A8S5UUE7,0,0,0,0,0,0,1
A0A8S5UXH0,0,0,0,0,0,0,0
A0A8T8JCC2,0,0,0,0,0,0,0
A0AAE6YNH4,0,0,0,0,0,0,0
A0AAU8GM54,0,0,0,0,0,0,0
A0AAX3ZY61,0,0,0,0,0,0,0
A0AAX4G2N6,0,0,0,0,0,0,0
A4JWQ7,0,0,0,0,0,0,1
A7YGM7,0,0,0,0,0,0,0
C5I622,0,0,0,0,0,0,0
E8ZDN6,0,0,0,0,0,0,0
G1JV00,0,0,0,0,0,0,0
G4KNM6,0,0,0,0,0,0,0
G8IAY1,0,0,0,0,0,0,0
I1W5Y5,0,0,0,0,0,0,0
O80218,0,0,0,0,0,0,0
Q38460,0,0,0,0,0,0,0
Q6A1Z6,0,0,0,0,0,0,1
Q8SDS6,0,0,0,0,0,0,0
S5MNZ2,0,0,0,0,0,0,0
V5URZ6,0,0,0,0,0,0,0
W6LMU7,0,0,0,0,0,0,0
A0A0A7NQ69,0,0,0,0,0,0,0
A0A0K2CMS1,0,0,0,0,0,0,0
A0A142KAZ5,0,0,0,0,0,1,0
A0A166Y4L1,0,0,0,0,0,0,0
A0A1S5SDD0,0,0,0,0,0,0,0
A0A1S5SDQ9,0,0,0,0,0,0,0
A0A220NQU7,0,0,0,0,0,0,0
A0A2D2W4Z2,0,0,0,0,0,0,0
A0A2H4J9L9,0,0,0,0,0,0,0
A0A2I6PDG9,0,0,0,0,0,0,0
A0A2I6PDK0,0,0,0,0,0,0,0
A0A2I6PE13,0,0,0,0,0,0,0
A0A2I6PER9,0,0,0,0,0,0,0
A0A2S1PAH5,0,0,0,0,0,0,0
A0A2Z6BEL3,0,0,0,0,0,0,1
A0A345AQ68,0,0,0,0,0,0,0
A0A345KQX4,0,0,0,0,0,0,0
A0A386KHK4,0,0,0,0,0,1,0
A0A3G2KA18,0,0,0,0,0,0,0
A0A3G2KE83,0,0,0,0,0,0,1
A0A3G2KIQ1,0,0,0,0,0,0,0
A0A3G3M582,0,0,0,0,0,0,0
A0A4D6T9F4,0,0,0,0,0,1,0
A0A4Y1NRE0,0,0,0,0,0,0,0
A0A4Y5NZJ1,0,0,0,0,0,0,1
A0A4Y6ECV2,0,0,0,0,0,0,1
A0A4Y6EPI7,0,0,0,0,0,0,0
A0A653FUL7,0,0,0,0,0,0,1
A0A6G6XI61,0,0,0,0,0,0,1
A0A6J5LT59,0,0,0,0,0,0,1
A0A6J5PA51,0,0,0,0,0,0,1
A0A6J5STS2,0,0,0,0,0,0,0
A0A6J7WIL1,0,0,0,0,0,0,0
A0A7D3UDT8,0,0,0,0,0,0,0
A0A7L7SIL0,0,0,0,0,0,0,1
A0A8S5LG85,0,0,0,0,0,0,0
A0A8S5LUI6,0,0,0,0,0,1,0
A0A8S5MMX4,0,0,0,0,0,0,0
A0A8S5N933,0,0,0,0,0,0,1
A0A8S5NBV1,0,0,0,0,0,0,0
A0A8S5NG63,0,0,0,0,0,0,0
A0A8S5NIU6,0,0,0,0,0,1,0
A0A8S5NY95,0,0,0,0,0,0,1
A0A8S5PSS8,0,0,0,0,0,0,0
A0A8S5QPT4,0,0,0,0,0,0,1
A0A8S5S343,0,0,0,0,0,0,0
A0A8S5SJJ5,0,0,0,0,0,0,1
A0A8S5SL58,0,0,0,0,0,0,0
A0A8S5SX68,0,0,0,0,0,0,0
A0A8S5TXL1,0,0,0,0,0,0,0
A0A8S5U6B1,0,0,0,0,0,0,0
A0A8T8JFY8,0,0,0,0,0,0,1
A0A9E7V2K5,0,0,0,0,0,0,0
A0AA50F2T2,0,0,0,0,0,0,0
A0AAE7MLA0,0,0,0,0,0,0,1
A0AAE7WKK0,0,0,0,0,0,0,1
A0AAE8Z3E0,0,0,0,0,0,0,1
A0AAE9WWD7,0,0,0,0,0,0,0
A0AB39C734,0,0,0,0,0,0,1
A7TWE6,0,0,0,0,0,0,0
C5IUL7,0,0,0,0,0,0,0
I6NV26,0,0,0,0,0,0,1
I6X6P3,0,0,0,0,0,0,1
M9QWY9,0,0,0,0,0,0,0
W0LME3,0,0,0,0,0,0,0
W0LNN9,0,0,0,0,0,0,0
Q24LF5,0,0,0,0,0,0,0
A0A023W687,0,0,0,0,0,0,0
A0A0H3U2W9,0,0,0,0,0,0,0
A0A0H4IPC5,0,0,0,0,0,0,1
A0A0K2CX39,0,0,0,0,0,0,0
A0A0K2CYD2,0,0,0,0,0,0,1
A0A0N9SGH8,0,0,0,0,0,0,0
A0A0U4IH55,0,0,0,0,0,1,1
A0A1D8EW73,0,0,0,0,0,0,0
A0A1J0MFJ0,0,0,0,0,0,0,1
A0A1W6JK87,0,0,0,0,0,0,0
A0A1W6JME8,0,0,0,0,0,0,0
A0A249XRS2,0,0,0,0,0,0,1
A0A286RWG2,0,0,0,0,0,0,0
A0A2D1G5X0,0,0,0,0,0,0,0
A0A2H4J4I8,0,0,0,0,0,0,1
A0A2I6UGU2,0,0,0,0,0,0,1
A0A2K9VH95,0,0,0,0,0,1,1
A0A2P1JWU1,0,0,0,0,0,0,0
A0A2P1N233,0,0,0,0,0,0,0
A0A2S1GUC0,0,0,0,0,0,0,0
A0A2S1PC04,0,0,0,0,0,0,1
A0A2U8UMK0,0,0,0,0,0,0,1
A0A345ARR9,0,0,0,0,0,0,0
A0A345ASC1,0,0,0,0,0,0,1
A0A345MIE7,0,0,0,0,0,0,1
A0A3G3BVE5,0,0,0,0,0,0,1
A0A482JDN7,0,0,0,0,0,0,1
A0A516KRQ4,0,0,0,0,0,0,0
A0A5P8DDJ7,0,0,0,0,0,1,0
A0A649V2L6,0,0,0,0,0,0,0
A0A649VXU6,0,0,0,0,0,0,0
A0A6G9LGC9,0,0,0,0,0,0,1
A0A6J5MA13,0,0,0,0,0,0,0
A0A7G9UXG8,0,0,0,0,0,0,1
A0A8F3E241,0,0,0,0,0,0,0
A0A8S5LBG2,0,0,0,0,0,0,0
A0A8S5LK75,0,0,0,0,0,0,1
A0A8S5PA90,0,0,0,0,0,0,1
A0A8S5PMF5,0,0,0,0,0,0,0
A0A8S5QBB0,0,0,0,0,0,0,1
A0A8S5QIT3,0,0,0,0,0,0,0
A0A8S5SCQ1,0,0,0,0,0,0,1
A0A8S5SH67,0,0,0,0,0,1,0
A0A8S5SRS0,0,0,0,0,0,0,0
A0A8S5SXW1,0,0,0,0,0,0,0
A0A8S5TJE0,0,0,0,0,0,0,0
A0A8S5TUQ0,0,0,0,0,0,0,0
A0A8S5U3Z3,0,0,0,0,0,0,0
A0A8S5U739,0,0,0,0,0,0,1
A0A8S5VI74,0,0,0,0,0,0,0
A0AAU7PEY7,0,0,0,0,0,1,0
A0AAU8HXH3,0,0,0,0,0,0,1
G1BPZ1,0,0,0,0,0,0,0
G1FF92,0,0,0,0,0,0,0
G3MCJ1,0,0,0,0,0,0,0
O64373,0,0,0,0,0,0,1
Q9ZXG4,0,0,0,0,0,0,0
W5RAJ6,0,0,0,0,0,0,0
A0A076G872,0,0,0,0,0,0,0
A0A076YMH1,0,0,0,0,0,0,0
A0A097BYN0,0,0,0,0,0,0,0
A0A0C5AJI3,0,0,0,0,0,0,1
A0A0E3T8G5,0,0,0,0,0,0,1
A0A0H4ISP4,0,0,0,0,0,0,1
A0A0K1LKK4,0,0,0,0,0,0,0
A0A0U4K497,0,0,0,0,0,0,0
A0A142K6B6,0,0,0,0,0,0,0
A0A1D9CAT9,0,0,0,0,0,0,0
A0A1I9S4S3,0,0,0,0,0,1,0
A0A1J0GR39,0,0,0,0,0,0,0
A0A1W6JMV0,0,0,0,0,0,0,0
A0A1W6JPT9,0,0,0,0,0,0,0
A0A1X9H022,0,0,0,0,0,0,0
A0A1X9SH75,0,0,0,0,0,0,0
A0A220NRU8,0,0,0,0,0,0,0
A0A223LG92,0,0,0,0,0,0,1
A0A223LI82,0,0,0,0,0,0,1
A0A2D2W407,0,0,0,0,0,0,0
A0A2H4J2U1,0,0,0,0,0,0,0
A0A2H4JB04,0,0,0,0,0,0,0
A0A2H4JB53,0,0,0,0,0,0,0
A0A2I6UGM5,0,0,0,0,0,0,1
A0A2I7SD11,0,0,0,0,0,0,1
A0A2P1JR65,0,0,0,0,0,0,0
A0A2P1N145,0,0,0,0,0,0,0
A0A345AQ04,0,0,0,0,0,0,0
A0A345AU24,0,0,0,0,0,0,0
A0A345AYU4,0,0,0,0,0,0,0
A0A385AHG7,0,0,0,0,0,0,0
A0A385DX67,0,0,0,0,0,0,0
A0A385IRG7,0,0,0,0,0,0,0
A0A386KRN3,0,0,0,0,0,0,1
A0A482J761,0,0,0,0,0,0,0
A0A4Y6EQG0,0,0,0,0,0,0,1
A0A514DID6,0,0,0,0,0,1,1
A0A516KUG8,0,0,0,0,0,0,0
A0A5J6TDS0,0,0,0,0,0,0,1
A0A5J6THV3,0,0,0,0,0,1,0
A0A5J6TK82,0,0,0,0,0,0,0
A0A5J6TLW9,0,0,0,0,0,0,0
A0A5P8D3X3,0,0,0,0,0,0,0
A0A5P8DCJ2,0,0,0,0,0,1,0
A0A5Q2WJX7,0,0,0,0,0,0,0
A0A649VFC7,0,0,0,0,0,0,1
A0A649VM42,0,0,0,0,0,0,1
A0A6J5KYL8,0,0,0,0,0,0,0
A0A6J5LZP5,0,0,0,0,0,0,0
A0A6J7WF48,0,0,0,0,0,0,0
A0A6M3T1S7,0,0,0,0,0,0,0
A0A6M3T730,0,0,0,0,0,0,1
A0A7L7SIP4,0,0,0,0,0,1,1
A0A8S5LNX9,0,0,0,0,0,0,0
A0A8S5M7X8,0,0,0,0,0,0,1
A0A8S5MBS4,0,0,0,0,0,0,0
A0A8S5MFU2,0,0,0,0,0,0,0
A0A8S5MHB2,0,0,0,0,0,0,0
A0A8S5MU72,0,0,0,0,0,0,1
A0A8S5P1G4,0,0,0,0,0,0,0
A0A8S5PL54,0,0,0,0,0,0,0
A0A8S5PQ48,0,0,0,0,0,0,0
A0A8S5QAU8,0,0,0,0,0,1,0
A0A8S5SA95,0,0,0,0,0,0,0
A0A8S5THW9,0,0,0,0,0,0,1
A0A8S5UJM6,0,0,0,0,0,0,0
A0A8T8JD52,0,0,0,0,0,0,0
A0AAE8BFX3,0,0,0,0,0,0,1
A0AAE8YTI1,0,0,0,0,0,0,0
A0AB39C7X6,0,0,0,0,0,0,0
E0YIN8,0,0,0,0,0,0,0
E0YPU6,0,0,0,0,0,0,0
G1BPP5,0,0,0,0,0,0,0
G1D1D5,0,0,0,0,0,0,1
G1DA82,0,0,0,0,0,0,0
G1DU19,0,0,0,0,0,0,1
G8I4W9,0,0,0,0,0,1,0
L7TNA8,0,0,0,0,0,0,0
Q4ZBG5,0,0,0,0,0,0,1
Q4ZDS8,0,0,0,0,0,0,0
Q9XJ90,0,0,0,0,0,0,1
A0A059T688,0,0,0,0,0,0,1
A0A075M047,0,0,0,0,0,0,0
A0A088F687,0,0,0,0,0,1,0
A0A0A7RW46,0,0,0,0,0,0,0
A0A0E3TAI8,0,0,0,0,0,0,1
A0A0F6N3M4,0,0,0,0,0,0,1
A0A0H4TFI8,0,0,0,0,0,0,1
A0A141E0H2,0,0,0,0,0,0,0
A0A1B0Y876,0,0,0,0,0,0,0
A0A1J0GPB2,0,0,0,0,0,0,0
A0A1W6JKV5,0,0,0,0,0,0,0
A0A223LF15,0,0,0,0,0,0,1
A0A249XMI9,0,0,0,0,0,0,1
A0A249XTR3,0,0,0,0,0,0,0
A0A286MQS0,0,0,0,0,0,0,0
A0A2H4J2K7,0,0,0,0,0,0,0
A0A2H4J492,0,0,0,0,0,0,0
A0A2H4JBZ8,0,0,0,0,0,0,1
A0A2H4JG38,0,0,0,0,0,0,0
A0A2I7SCV1,0,0,0,0,0,0,1
A0A2S1PAS2,0,0,0,0,0,0,0
A0A345AT15,0,0,0,0,0,0,0
A0A345ATE7,0,0,0,0,0,0,0
A0A345ATU4,0,0,0,0,0,0,0
A0A345AUF1,0,0,0,0,0,0,1
A0A345KQJ3,0,0,0,0,0,0,0
A0A345KQQ9,0,0,0,0,0,0,0
A0A345L553,0,0,0,0,0,0,0
A0A345M454,0,0,0,0,0,0,0
A0A385DY71,0,0,0,0,0,0,1
A0A3G8FVM0,0,0,0,0,0,0,1
A0A3T0IHR3,0,0,0,0,0,0,0
A0A5B8RPT6,0,0,0,0,0,0,1
A0A5Q2WC88,0,0,0,0,0,0,0
A0A649VTI1,0,0,0,0,0,0,0
A0A6B7H6H9,0,0,0,0,0,0,1
A0A6J5Q5J2,0,0,0,0,0,0,0
A0A6J5SFU8,0,0,0,0,0,0,1
A0A6J7WMK7,0,0,0,0,0,0,1
A0A6M3SWT9,0,0,0,0,0,0,0
A0A7L8ZD98,0,0,0,0,0,0,1
A0A831EP30,0,0,0,0,0,0,0
A0A8E4ZE48,0,0,0,0,0,0,0
A0A8F3E3V5,0,0,0,0,0,0,1
A0A8S5L7Y1,0,0,0,0,0,0,1
A0A8S5QPI9,0,0,0,0,0,0,0
A0A8S5RTH4,0,0,0,0,0,0,0
A0A8S5S9M1,0,0,0,0,0,0,0
A0A8S5SUC9,0,0,0,0,0,0,0
A0A8S5TQC4,0,0,0,0,0,0,0
A0AAE8XE77,0,0,0,0,0,1,1
A0AAE8YPB4,0,0,0,0,0,0,1
A0AAE9K5Y4,0,0,0,0,0,0,1
A0EWV2,0,0,0,0,0,0,0
B5U4N9,0,0,0,0,0,0,1
B7T092,0,0,0,0,0,0,0
E0YQK3,0,0,0,0,0,0,0
E7EJR3,0,0,0,0,0,1,0
G1BNL0,0,0,0,0,0,0,0
G1BRD2,0,0,0,0,0,0,0
G1DUD3,0,0,0,0,0,0,1
H6WSE3,0,0,0,0,0,0,0
O21990,0,0,0,0,0,0,0
Q38325,0,0,0,0,0,0,0
Q4ZAM3,0,0,0,0,0,0,0
Q4ZB85,0,0,0,0,0,0,1
Q4ZE08,0,0,0,0,0,0,0
Q8W767,0,0,0,0,0,0,0
Q9G044,0,0,0,0,0,0,1
Q9T1Z2,0,0,0,0,0,0,0
A0A088F8U2,0,0,0,0,0,1,0
A0A088FRZ3,0,0,0,0,0,0,0
A0A0A0RKX7,0,0,0,0,0,0,1
A0A0K2CXS9,0,0,0,0,0,0,1
A0A0K2FP87,0,0,0,0,0,0,1
A0A127KNN4,0,0,0,0,0,0,0
A0A1J0GPZ7,0,0,0,0,0,1,0
A0A1J0MF14,0,0,0,0,0,0,1
A0A1P8L6H8,0,0,0,0,0,0,0
A0A1W6JIT9,0,0,0,0,0,0,0
A0A1W6JLW7,0,0,0,0,0,0,0
A0A1W6JPJ9,0,0,0,0,0,0,0
A0A1X9SHN8,0,0,0,0,0,0,0
A0A223LI14,0,0,0,0,0,0,1
A0A2H4J1X5,0,0,0,0,0,0,0
A0A2H4J5L5,0,0,0,0,0,0,0
A0A2H4J8J9,0,0,0,0,0,1,1
A0A2H4J8W6,0,0,0,0,0,0,0
A0A2I6UG75,0,0,0,0,0,0,1
A0A2I7SCH1,0,0,0,0,0,0,1
A0A2P1JS61,0,0,0,0,0,0,0
A0A2P1JYZ2,0,0,0,0,0,0,1
A0A2R4AP20,0,0,0,0,0,0,0
A0A2S1PCZ9,0,0,0,0,0,0,1
A0A2Z5H7T1,0,0,0,0,0,0,0
A0A345AQX0,0,0,0,0,0,0,0
A0A345AU86,0,0,0,0,0,0,1
A0A345L1E4,0,0,0,0,0,0,0
A0A385D0J9,0,0,0,0,0,0,1
A0A385DZ65,0,0,0,0,0,0,0
A0A385UJI4,0,0,0,0,0,0,1
A0A3Q9R7Q8,0,0,0,0,0,0,1
A0A3S9UAJ5,0,0,0,0,0,1,1
A0A3S9UNS3,0,0,0,0,0,0,0
A0A499SSP2,0,0,0,0,0,0,1
A0A4Y6EGZ5,0,0,0,0,0,1,1
A0A4Y6EM40,0,0,0,0,0,1,0
A0A514DDM8,0,0,0,0,0,0,1
A0A5Q2WLU3,0,0,0,0,0,0,1
A0A6B9L8I9,0,0,0,0,0,0,0
A0A6H0X6I3,0,0,0,0,0,0,0
A0A6J5NFE4,0,0,0,0,0,0,0
A0A6J5RFH6,0,0,0,0,0,0,0
A0A6M3T1D7,0,0,0,0,0,0,0
A0A830ZV66,0,0,0,0,0,0,0
A0A890UWR7,0,0,0,0,0,0,0
A0A8S5LYW8,0,0,0,0,0,1,0
A0A8S5N636,0,0,0,0,0,0,0
A0A8S5NCD9,0,0,0,0,0,0,0
A0A8S5NQJ4,0,0,0,0,0,0,1
A0A8S5NX35,0,0,0,0,0,0,0
A0A8S5SET4,0,0,0,0,0,0,1
A0A8S5SFT7,0,0,0,0,0,0,0
A0A8S5SYF8,0,0,0,0,0,0,0
A0A8S5U7R4,0,0,0,0,0,0,0
A0A8S5UKU6,0,0,0,0,0,0,0
A0AAE8YW29,0,0,0,0,0,0,0
A0AAE8YXV5,0,0,0,0,0,0,0
A0AAE9CER9,0,0,0,0,0,1,0
D4N7I1,0,0,0,0,0,0,1
G1D4G5,0,0,0,0,0,0,1
G1JV85,0,0,0,0,0,0,0
I7ASX4,0,0,0,0,0,1,0
M9NRK0,0,0,0,0,0,0,0
Q38644,0,0,0,0,0,0,0
Q4ZB10,0,0,0,0,0,0,0
Q4ZCC1,0,0,0,0,0,0,0
Q6J1W6,0,0,0,0,0,0,1
Q77YW7,0,0,0,0,0,0,0
V9VFB5,0,0,0,0,0,0,0
A0A076YKK3,0,0,0,0,0,0,0
A0A0A0RMD3,0,0,0,0,0,0,0
A0A0D3MSN8,0,0,0,0,0,0,0
A0A0H3U2V9,0,0,0,0,0,0,1
A0A143FRM4,0,0,0,0,0,0,0
A0A1C9M037,0,0,0,0,0,0,0
A0A1J0MFM2,0,0,0,0,0,0,1
A0A1W6JJB2,0,0,0,0,0,0,0
A0A1W6JJT4,0,0,0,0,0,0,0
A0A1W6JLD2,0,0,0,0,0,0,0
A0A222Z1F0,0,0,0,0,0,1,0
A0A222ZND1,0,0,0,0,0,0,0
A0A249XLQ2,0,0,0,0,0,0,0
A0A249XVB5,0,0,0,0,0,0,0
A0A2H4JGN1,0,0,0,0,0,0,0
A0A2L1IYJ3,0,0,0,0,0,0,0
A0A2R4A2A2,0,0,0,0,0,0,0
A0A2U8UM82,0,0,0,0,0,0,1
A0A2U8UP33,0,0,0,0,0,0,1
A0A2Z5H2X6,0,0,0,0,0,0,0
A0A345ARJ0,0,0,0,0,0,0,0
A0A345AS50,0,0,0,0,0,0,1
A0A385DN13,0,0,0,0,0,0,1
A0A385DXH6,0,0,0,0,0,0,0
A0A385DZR1,0,0,0,0,0,1,0
A0A385UKC9,0,0,0,0,0,0,0
A0A3G3LZ19,0,0,0,0,0,0,1
A0A3G3M2N4,0,0,0,0,0,1,0
A0A3G8FFA2,0,0,0,0,0,0,0
A0A411CQE5,0,0,0,0,0,0,1
A0A4Y5P0L9,0,0,0,0,0,0,0
A0A515MGU4,0,0,0,0,0,0,1
A0A5J6TD13,0,0,0,0,0,0,0
A0A5J6TNS3,0,0,0,0,0,0,0
A0A6J5KS88,0,0,0,0,0,0,0
A0A6J5PQH7,0,0,0,0,0,0,1
A0A6J5STV3,0,0,0,0,0,0,1
A0A6M3T4E3,0,0,0,0,0,0,0
A0A7D5G4J4,0,0,0,0,0,0,1
A0A7D5JER5,0,0,0,0,0,0,0
A0A7G9UZZ1,0,0,0,0,0,0,1
A0A8F2E4P7,0,0,0,0,0,0,1
A0A8S5Q1A0,0,0,0,0,0,0,0
A0A8S5RQI3,0,0,0,0,0,1,0
A0A8S5S7K2,0,0,0,0,0,0,0
A0A8S5SLE7,0,0,0,0,0,0,0
