model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper,error_message
gemma4:e4b,UVX77453,Bacteriophage sp.,"{""uid"": ""2293607687"", ""accession"": ""UVX77453"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293607687|gb|UVX77453.1|"", ""isolate"": ""3604_39652"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX77453/library/accession_lit,,2.09,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.09}",False,metadata,inferred,,,
gemma4:e4b,UVX70802,Bacteriophage sp.,"{""uid"": ""2293600954"", ""accession"": ""UVX70802"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293600954|gb|UVX70802.1|"", ""isolate"": ""4298_68367"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX70802/library/accession_lit,,2.11,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.11}",False,metadata,inferred,,,
gemma4:e4b,UVX66292,Bacteriophage sp.,"{""uid"": ""2293595830"", ""accession"": ""UVX66292"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 393, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293595830|gb|UVX66292.1|"", ""isolate"": ""3387_85790"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX66292/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX62181,Bacteriophage sp.,"{""uid"": ""2293591671"", ""accession"": ""UVX62181"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293591671|gb|UVX62181.1|"", ""isolate"": ""3215_101130"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX62181/library/accession_lit,,2.08,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.08}",False,metadata,inferred,,,
gemma4:e4b,UVX61781,Bacteriophage sp.,"{""uid"": ""2293591267"", ""accession"": ""UVX61781"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293591267|gb|UVX61781.1|"", ""isolate"": ""3198_50120"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX61781/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX61315,Bacteriophage sp.,"{""uid"": ""2293590795"", ""accession"": ""UVX61315"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293590795|gb|UVX61315.1|"", ""isolate"": ""3181_68796"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX61315/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX60619,Bacteriophage sp.,"{""uid"": ""2293590090"", ""accession"": ""UVX60619"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 393, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293590090|gb|UVX60619.1|"", ""isolate"": ""3152_59814"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX60619/library/accession_lit,,2.24,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.24}",False,metadata,inferred,,,
gemma4:e4b,UVX59103,Bacteriophage sp.,"{""uid"": ""2293588556"", ""accession"": ""UVX59103"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293588556|gb|UVX59103.1|"", ""isolate"": ""3108_57604"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX59103/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX58638,Bacteriophage sp.,"{""uid"": ""2293588085"", ""accession"": ""UVX58638"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 383, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293588085|gb|UVX58638.1|"", ""isolate"": ""3095_59122"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX58638/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX57582,Bacteriophage sp.,"{""uid"": ""2293587019"", ""accession"": ""UVX57582"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 376, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293587019|gb|UVX57582.1|"", ""isolate"": ""3040_71421"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX57582/library/accession_lit,,2.14,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.14}",False,metadata,inferred,,,
gemma4:e4b,UVX57079,Bacteriophage sp.,"{""uid"": ""2293586511"", ""accession"": ""UVX57079"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 373, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293586511|gb|UVX57079.1|"", ""isolate"": ""3025_34796"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX57079/library/accession_lit,,2.24,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.24}",False,metadata,inferred,,,
gemma4:e4b,UVX55046,Bacteriophage sp.,"{""uid"": ""2293584451"", ""accession"": ""UVX55046"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 383, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293584451|gb|UVX55046.1|"", ""isolate"": ""2943_47710"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX55046/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX53099,Bacteriophage sp.,"{""uid"": ""2293582482"", ""accession"": ""UVX53099"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 396, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293582482|gb|UVX53099.1|"", ""isolate"": ""2888_77419"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX53099/library/accession_lit,,2.23,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.23}",False,metadata,inferred,,,
gemma4:e4b,UVX51288,Bacteriophage sp.,"{""uid"": ""2293580649"", ""accession"": ""UVX51288"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 328, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293580649|gb|UVX51288.1|"", ""isolate"": ""2818_92354"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The isolation source is 'feces' and the host is 'Homo sapiens'. Fecal/gut metagenomes are typically associated with mesophilic environments.,,True,TMP_results/accessions/UVX51288/library/accession_lit,,2.09,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.09}",False,metadata,inferred,,,
gemma4:e4b,UVX49700,Bacteriophage sp.,"{""uid"": ""2293579046"", ""accession"": ""UVX49700"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293579046|gb|UVX49700.1|"", ""isolate"": ""2758_128099"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX49700/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX49549,Bacteriophage sp.,"{""uid"": ""2293578892"", ""accession"": ""UVX49549"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 374, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293578892|gb|UVX49549.1|"", ""isolate"": ""2751_103603"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX49549/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX48383,Bacteriophage sp.,"{""uid"": ""2293577710"", ""accession"": ""UVX48383"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293577710|gb|UVX48383.1|"", ""isolate"": ""2695_70497"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX48383/library/accession_lit,,2.14,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.14}",False,metadata,inferred,,,
gemma4:e4b,UVX46683,Bacteriophage sp.,"{""uid"": ""2293575987"", ""accession"": ""UVX46683"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293575987|gb|UVX46683.1|"", ""isolate"": ""2555_81812"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX46683/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX45782,Bacteriophage sp.,"{""uid"": ""2293575074"", ""accession"": ""UVX45782"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293575074|gb|UVX45782.1|"", ""isolate"": ""2517_44244"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX45782/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX43670,Bacteriophage sp.,"{""uid"": ""2293572934"", ""accession"": ""UVX43670"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293572934|gb|UVX43670.1|"", ""isolate"": ""2412_102691"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX43670/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,,
gemma4:e4b,UVX42389,Bacteriophage sp.,"{""uid"": ""2293571642"", ""accession"": ""UVX42389"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 382, ""create_date"": ""2022/09/05"", ""update_date"": ""2022/09/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2293571642|gb|UVX42389.1|"", ""isolate"": ""2374_75487"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",,,,,,False,mesophile,,The host is 'Homo sapiens' and the isolation source is 'feces' from 'gut metagenome'. These environments are typically associated with mesophilic conditions.,,True,TMP_results/accessions/UVX42389/library/accession_lit,,2.14,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.14}",False,metadata,inferred,,,
