accession,full_sequence_hmm_results,PF00154_custom_hmm_results,PF00154_hmm_results,PF21134_custom_hmm_results,PF21134_hmm_results
DAZ32729,0,0,0,0,0
DAZ32484,0,0,0,0,0
DAZ32328,0,0,0,0,0
DAZ32313,1,1,1,0,0
DAZ32291,0,0,0,0,0
DAZ31962,0,0,0,0,0
DAZ31864,0,0,0,0,0
DAZ31426,0,0,0,0,0
DAZ30466,0,0,0,0,0
DAZ30299,0,0,0,0,0
DAZ30099,0,0,0,0,0
DAZ29194,0,0,0,0,0
DAZ28675,0,0,0,0,0
DAZ28520,0,0,0,0,0
DAZ28083,0,0,0,0,0
DAZ27989,0,0,0,0,0
DAZ27725,0,0,0,0,0
DAZ27481,0,0,0,0,0
DAZ27201,0,0,0,0,0
DAZ27126,1,1,1,0,0
DAZ26821,0,0,0,0,0
DAZ26741,0,0,0,0,0
DAZ26722,0,0,0,0,0
DAZ26541,0,0,0,0,0
DAZ26326,0,0,0,0,0
DAZ25052,0,0,0,0,0
DAZ24941,0,0,0,0,0
DAZ24882,0,0,0,0,0
DAZ24805,0,0,0,0,0
DAZ24628,0,0,0,0,0
DAZ24511,0,0,0,0,0
DAZ24127,0,1,1,0,0
DAZ23447,0,0,0,0,0
DAZ22696,0,0,0,0,0
DAZ22155,0,0,0,0,0
DAZ21539,0,0,0,0,0
DAZ21020,0,0,0,0,0
DAZ20563,0,0,0,0,0
DAZ20474,0,0,0,0,0
DAZ20351,0,0,0,0,0
DAZ19672,0,0,0,0,0
DAZ19422,0,0,0,0,0
DAZ19310,1,1,1,0,0
DAZ19053,0,0,0,0,0
DAZ18093,0,0,1,0,0
DAZ18047,0,0,0,0,0
DAZ17681,0,0,0,0,0
DAZ17594,0,0,0,0,0
DAZ17591,0,0,0,0,0
DAZ17270,0,0,0,0,0
DAZ17033,0,0,0,0,0
DAZ16980,0,0,0,0,0
DAZ16684,0,0,0,0,0
DAZ16460,0,0,0,0,0
DAZ16313,0,0,0,0,0
DAZ15784,0,0,0,0,0
DAZ15641,1,1,1,0,0
DAZ14105,0,0,1,0,0
DAZ13002,0,0,0,0,0
DAZ12751,0,0,0,0,0
DAZ12612,0,0,1,0,0
DAZ12336,0,0,0,0,0
DAZ11271,1,1,1,0,0
DAZ10849,0,0,0,0,0
DAZ10019,0,0,0,0,0
DAZ09749,0,0,0,0,0
DAZ09646,0,0,0,0,0
DAZ09331,0,0,0,0,0
DAZ09152,1,1,0,0,0
DAZ09135,0,0,0,0,0
DAZ08918,0,0,0,0,0
DAZ08498,0,0,0,0,0
DAZ07950,0,0,0,0,0
DAZ07835,0,0,0,0,0
DAZ07813,0,0,0,0,0
DAZ07550,0,0,0,0,0
DAZ07209,0,0,0,0,0
DAZ06745,0,0,0,0,0
DAZ06583,0,0,0,0,0
DAZ06129,0,0,0,0,0
DAZ05185,0,0,1,0,0
DAZ04542,0,0,0,0,0
DAZ04447,0,0,0,0,0
DAZ04374,0,0,0,0,0
DAZ03676,0,0,0,0,0
DAZ03220,0,0,0,0,0
DAZ03166,0,0,0,0,0
DAZ03162,0,0,0,0,0
DAZ02406,0,0,0,0,0
DAZ02341,0,0,0,0,0
DAZ01824,0,0,0,0,0
DAZ01198,0,0,0,0,0
DAZ00461,0,0,0,0,0
DAZ00132,0,0,0,0,0
DAY99754,0,0,0,0,0
DAY99510,0,0,0,0,0
DAY99449,0,0,0,0,0
DAY98043,0,0,0,0,0
DAY98026,0,0,0,0,0
DAY97991,0,0,0,0,0
DAY97948,0,0,0,0,0
DAY97352,0,0,0,0,0
DAY97249,0,0,0,0,0
DAY96791,0,0,0,0,0
DAY96334,0,0,0,0,0
DAY96040,0,0,0,0,0
DAY95917,0,0,0,0,0
DAY94456,0,0,0,0,0
DAY93810,0,0,1,0,0
DAY92618,0,0,0,0,0
DAY92161,0,0,0,0,0
DAY91785,0,0,0,0,0
DAY91577,0,0,0,0,0
DAY91359,0,0,0,0,0
DAY91167,0,0,0,0,0
DAY91101,0,0,0,0,0
DAY90008,0,0,0,0,0
DAY89897,0,0,0,0,0
DAY89761,0,0,0,0,0
DAY89622,0,0,0,0,0
DAY89524,0,0,0,0,0
DAY88354,0,0,0,0,0
DAY88136,0,0,0,0,0
DAY87789,0,0,0,0,0
DAY87413,0,0,0,0,0
DAY87314,0,0,0,0,0
DAY87237,0,0,0,0,0
DAY87222,0,0,0,0,0
DAY87059,1,1,1,0,0
DAY86789,1,0,1,0,0
DAY86612,0,0,0,0,0
DAY86396,1,1,1,0,0
DAY85786,0,0,0,0,0
DAY84999,1,1,1,0,0
DAY83844,0,0,0,0,0
DAW27880,0,0,0,0,0
DAW27631,0,0,0,0,0
DAW27530,0,0,0,0,0
DAW27491,0,0,0,0,0
DAW27388,0,0,0,0,0
DAW27348,0,0,0,0,0
DAW27120,0,0,0,0,0
DAW26556,0,0,0,0,0
DAW26057,0,0,0,0,0
DAW25998,0,0,0,0,0
DAW25893,0,0,0,0,0
DAW25835,0,0,0,0,0
DAW25551,0,0,0,0,0
DAW25501,0,0,0,0,0
DAW25441,0,0,0,0,0
DAW25332,0,0,0,0,0
DAW24794,0,0,0,0,0
DAW24725,0,0,0,0,0
DAW24192,0,0,0,0,0
DAW23988,0,0,0,0,0
DAW23614,0,0,0,0,0
DAW23160,0,0,0,0,0
DAY45479,1,1,1,0,0
DAY45273,0,0,0,0,0
DAY44467,0,0,0,0,0
DAY44317,0,0,0,0,0
DAY43921,0,0,1,0,0
DAY43307,0,0,0,0,0
DAY42972,0,0,0,0,0
DAY41817,0,0,0,0,0
DAY40793,1,1,1,0,0
DAY40504,0,0,0,0,0
DAY40328,0,0,0,0,0
DAY40020,0,0,0,0,0
DAY39967,0,0,0,0,0
DAY39517,0,1,0,0,0
DAY38963,1,1,1,0,0
DAY38388,1,1,1,0,0
DAY38235,0,0,0,0,0
DAY37868,0,0,0,0,0
DAY37808,0,0,0,0,0
DAY37585,0,0,0,0,0
DAY36370,1,1,1,0,0
DAY36290,0,0,0,0,0
DAY34804,1,1,1,0,0
DAY34444,0,0,0,0,0
DAY33716,0,0,0,0,0
DAY33306,0,0,0,0,0
DAY32834,0,0,0,0,0
DAY31590,0,0,0,0,0
DAY31410,0,0,0,0,0
DAY31148,1,1,1,0,0
DAY31073,0,0,0,0,0
DAY30063,1,1,1,0,0
DAY29916,0,0,0,0,0
DAY29912,0,0,0,0,0
DAY29617,0,0,0,0,0
DAY29332,0,0,0,0,0
DAY29080,0,0,0,0,0
DAY29006,0,0,0,0,0
DAY28977,0,0,0,0,0
DAY27957,0,0,0,0,0
DAY27247,0,0,0,0,0
DAY27180,0,0,0,0,0
DAY27132,0,0,0,0,0
DAY26502,0,0,0,0,0
DAY26245,0,0,0,0,0
DAY26198,0,0,0,0,0
DAY25650,0,0,0,0,0
DAY25387,0,0,0,0,0
DAY25252,0,0,0,0,0
DAY24997,0,0,0,0,0
DAY24398,0,0,0,0,0
DAY22960,1,1,0,0,0
DAY22917,0,0,0,0,0
DAY22577,1,1,1,0,0
DAY22289,0,0,0,0,0
DAY22265,0,0,0,0,0
DAY22222,0,0,0,0,0
DAY20221,0,0,0,0,0
DAY19935,0,0,0,0,0
DAY19932,0,0,0,0,0
DAY19625,0,0,0,0,0
DAY19487,0,0,0,0,0
DAY17942,0,0,0,0,0
DAY17317,0,0,0,0,0
DAY17219,0,0,0,0,0
DAY16898,0,0,0,0,0
DAY16345,0,0,0,0,0
DAY16135,0,0,0,0,0
DAY15910,0,0,0,0,0
DAY15353,0,0,0,0,0
DAY14317,0,0,0,0,0
DAY13770,0,0,0,0,0
DAY13190,0,0,0,0,0
DAY12494,0,0,0,0,0
DAY11698,0,0,0,0,0
DAY11637,0,0,0,0,0
DAY11630,0,0,0,0,0
DAY10885,0,0,0,0,0
DAY10141,0,0,0,0,0
DAY09157,0,0,0,0,0
DAY09099,0,0,0,0,0
DAY08710,0,0,0,0,0
DAY08634,0,0,0,0,0
DAY08628,0,0,0,0,0
DAY07466,0,0,0,0,0
DAY07365,0,0,0,0,0
DAY06837,0,0,0,0,0
DAY06038,0,0,0,0,0
DAY05631,0,0,0,0,0
DAY05462,1,1,1,0,0
DAY04573,0,0,0,0,0
DAY04448,0,0,0,0,0
DAY04149,0,0,0,0,0
DAY03334,0,0,0,0,0
DAY03049,0,0,0,0,0
DAY02971,0,0,0,0,0
DAY02644,0,0,0,0,0
DAY02553,0,0,0,0,0
DAY02306,0,0,0,0,0
DAY02245,0,0,0,0,0
DAY02091,0,0,0,0,0
DAY01890,0,0,0,0,0
DAY01624,0,0,0,0,0
DAY01457,0,0,0,0,0
DAY01417,0,0,0,0,0
DAY01310,0,0,0,0,0
DAY01134,0,0,0,0,0
DAY00433,0,0,0,0,0
DAX99658,0,0,0,0,0
DAX99479,0,0,0,0,0
DAX99418,0,0,0,0,0
DAX99040,0,0,0,0,0
DAX98700,0,0,0,0,0
DAX98673,0,0,0,0,0
DAX98414,0,0,0,0,0
DAX98289,0,0,0,0,0
DAX98136,0,0,0,0,0
DAX97459,0,0,0,0,0
DAX97441,0,0,0,0,0
DAX97397,0,0,1,0,0
DAX97387,0,0,0,0,0
DAX96939,0,0,0,0,0
DAX96570,0,0,0,0,0
DAX96486,0,0,0,0,0
DAX96256,0,0,0,0,0
DAX95382,0,0,0,0,0
DAX94760,0,0,0,0,0
DAX94721,0,0,0,0,0
DAX94373,0,0,0,0,0
DAX94008,0,0,0,0,0
DAX93677,0,0,0,0,0
DAX93668,0,0,0,0,0
DAX93245,1,1,1,0,0
DAX92923,0,0,0,0,0
DAX92699,0,0,0,0,0
DAX92616,0,0,0,0,0
DAX91971,0,0,0,0,0
DAX91253,0,0,0,0,0
DAX90888,0,0,0,0,0
DAX90641,0,0,0,0,0
DAX89354,0,0,0,0,0
DAX89304,0,0,0,0,0
DAX89106,0,0,0,0,0
DAX88722,0,0,0,0,0
DAX88541,0,0,0,0,0
DAX88351,0,0,0,0,0
DAX88197,0,0,0,0,0
DAX88052,0,0,0,0,0
DAX87494,0,0,0,0,0
DAX85860,0,0,0,0,0
DAX84754,0,0,0,0,0
DAX83829,0,0,0,0,0
DAX83568,0,0,0,0,0
DAX83288,0,0,0,0,0
DAX82890,0,0,0,0,0
DAX81935,0,0,0,0,0
DAX81641,1,1,1,0,0
DAX80904,1,1,1,0,0
DAX80645,0,0,0,0,0
DAX79148,0,0,0,0,0
DAX78921,0,0,0,0,0
DAX78569,0,0,0,0,0
DAX78307,0,0,0,0,0
DAX78011,0,0,0,0,0
DAX77220,1,0,0,0,0
DAX76654,0,0,0,0,0
DAX75986,0,0,0,0,0
DAX75945,0,0,0,0,0
DAX75736,0,0,0,0,0
DAX75616,0,0,0,0,0
DAX75615,0,0,1,0,0
DAX75357,0,0,0,0,0
DAX75282,0,0,0,0,0
DAX75126,0,0,0,0,0
DAX74323,0,0,0,0,0
DAX73924,0,0,0,0,0
DAX73860,0,0,0,0,0
DAX73646,0,0,0,0,0
DAX73602,0,0,0,0,0
DAX73492,0,0,0,0,0
DAX73490,0,0,0,0,0
DAX73238,0,0,0,0,0
DAX72797,1,1,1,0,0
DAX72441,0,0,0,0,0
DAX72323,0,0,0,0,0
DAX72321,1,1,1,0,0
DAX72050,0,0,0,0,0
DAX70668,0,0,0,0,0
DAX70260,0,0,0,0,0
DAX68996,0,0,0,0,0
DAX68524,0,0,0,0,0
DAX68460,0,0,0,0,0
DAX68343,0,0,0,0,0
DAX68221,1,1,1,1,0
DAX67241,0,0,0,0,0
DAX66477,0,0,0,0,0
DAX66122,0,0,0,0,0
DAX66046,0,0,0,0,0
DAX65882,1,1,1,0,0
DAX64865,0,0,0,0,0
DAX64684,0,0,0,0,0
DAX64431,0,0,0,0,0
DAX64427,0,0,0,0,0
DAX64165,0,1,0,0,0
DAX63895,0,0,0,0,0
DAX63712,0,0,1,0,0
DAX63564,0,0,0,0,0
DAX63296,0,0,0,0,0
DAX63203,0,0,0,0,0
DAX63039,0,0,0,0,0
DAX62769,1,1,1,0,0
DAX62636,0,0,0,0,0
DAX62382,0,0,0,0,0
DAX62242,0,0,0,0,0
DAX62239,0,0,0,0,0
DAX61843,0,0,0,0,0
DAX61534,0,1,1,0,0
DAX61430,0,0,0,0,0
DAX61426,0,0,0,0,0
DAX61326,0,0,0,0,0
DAX60515,0,0,0,0,0
DAX60300,0,0,0,0,0
DAX60297,0,0,0,0,0
DAX59451,0,0,0,0,0
DAX59189,1,1,1,0,0
DAX59072,1,1,1,0,0
DAX58906,0,0,0,0,0
DAX58589,1,0,0,0,0
DAX58122,0,0,0,0,0
DAX56511,0,0,0,0,0
DAX55964,0,0,0,0,0
DAX55871,0,0,0,0,0
DAX55282,0,0,0,0,0
DAX55062,0,0,0,0,0
DAX55020,0,0,0,0,0
DAX54374,0,0,0,0,0
DAX54371,0,0,0,0,0
DAX53870,0,0,0,0,0
DAX53556,0,0,0,0,0
DAX53478,0,0,0,0,0
DAX53415,0,0,0,0,0
DAX52925,0,0,0,0,0
DAX52162,0,0,0,0,0
DAX52109,0,0,0,0,0
DAX52105,0,0,0,0,0
DAX52069,0,0,0,0,0
DAX50370,0,0,0,0,0
DAX50351,0,0,0,0,0
DAX50194,0,0,0,0,0
DAX49850,0,0,0,0,0
DAX49831,0,0,0,0,0
DAX49251,1,1,1,0,0
DAX48827,0,0,0,0,0
DAX48377,1,1,1,0,0
DAX47285,1,1,1,0,0
DAX46894,0,0,0,0,0
DAX46672,0,0,0,0,0
DAX46533,0,0,0,0,0
DAX45764,0,0,0,0,0
DAX45378,0,0,0,0,0
DAX45303,0,0,0,0,0
DAX45227,0,0,0,0,0
DAX45201,0,0,0,0,0
DAX45188,0,0,0,0,0
DAX45187,0,0,0,0,0
DAX44981,0,0,0,0,0
DAX44943,0,0,0,0,0
DAX44439,0,0,0,0,0
DAX42939,0,0,0,0,0
DAX42287,0,0,0,0,0
DAX42174,0,0,0,0,0
DAX41688,1,1,0,0,0
DAX41586,0,0,0,0,0
DAX41324,0,0,0,0,0
DAX40989,0,0,0,0,0
DAX40983,0,0,0,0,0
DAX39758,0,0,0,0,0
DAX39562,1,0,1,0,0
DAX39186,0,0,0,0,0
DAX39182,0,0,0,0,0
DAX38938,0,0,0,0,0
DAX38820,0,0,1,0,0
DAX38788,0,0,0,0,0
DAX37616,0,0,0,0,0
DAX36911,0,0,0,0,0
DAX36774,0,0,0,0,0
DAX36447,0,0,0,0,0
DAX36057,0,0,0,0,0
DAX35624,0,0,0,0,0
DAX35616,0,0,0,0,0
DAX35222,0,0,0,0,0
DAX35050,0,0,1,0,0
DAX34894,0,0,0,0,0
DAX34000,0,0,0,0,0
DAX33942,0,0,0,0,0
DAX33066,0,0,0,0,0
DAX33063,0,0,0,0,0
DAX32925,0,0,0,0,0
DAX32492,0,0,0,0,0
DAX31935,0,0,0,0,0
DAX31437,0,0,0,0,0
DAX31207,0,0,0,0,0
DAX30017,0,0,0,0,0
DAX29509,0,0,0,0,0
DAX29329,0,0,0,0,0
DAX28644,0,0,0,0,0
DAX28395,0,0,0,0,0
DAX28249,0,0,0,0,0
DAX28034,0,0,0,0,0
DAX27060,0,0,0,0,0
DAX26269,0,0,0,0,0
DAX26184,0,0,0,0,0
DAX25668,0,0,0,0,0
DAX25667,0,0,0,0,0
DAX25219,0,0,0,0,0
DAX24078,0,0,0,0,0
DAX23555,0,0,0,0,0
DAX22815,0,0,0,0,0
DAX22757,0,0,0,0,0
DAX22753,0,0,0,0,0
DAX21974,0,0,0,0,0
DAX21779,0,0,0,0,0
DAX21459,0,0,0,0,0
DAX21352,0,0,0,0,0
DAX20872,0,0,0,0,0
DAX18710,0,0,0,0,0
DAX18581,0,0,0,0,0
DAX18577,0,0,0,0,0
DAX18299,0,0,0,0,0
DAX18154,1,1,1,0,0
DAX17399,0,0,0,0,0
DAX17218,0,0,1,0,0
DAX16275,0,0,0,0,0
DAX16176,0,0,0,0,0
DAX15020,0,0,0,0,0
DAX14357,0,0,0,0,0
DAX13978,0,0,0,0,0
DAX12948,0,0,0,0,0
DAX12110,0,0,0,0,0
DAX12106,0,0,0,0,0
DAX11460,0,0,0,0,0
DAX10863,0,0,0,0,0
DAX10702,0,0,0,0,0
DAX10684,0,0,0,0,0
DAX10244,0,0,0,0,0
DAX10147,0,0,0,0,0
DAX09720,0,0,0,0,0
DAX09637,0,0,0,0,0
DAX09279,0,0,0,0,0
DAX06888,0,0,0,0,0
DAX06602,0,0,0,0,0
DAX05588,0,0,0,0,0
DAX04991,0,0,0,0,0
DAX04809,0,0,0,0,0
DAX04505,0,0,0,0,0
DAX04399,0,0,0,0,0
DAX04170,0,0,0,0,0
DAX03272,0,0,0,0,0
DAX01529,0,0,0,0,0
DAX01323,0,0,0,0,0
DAX01051,1,1,1,0,0
DAW99938,0,0,0,0,0
DAW99605,0,0,0,0,0
DAW98673,0,0,0,0,0
DAW97732,0,0,0,0,0
DAW97657,0,0,0,0,0
DAW96888,0,0,0,0,0
DAW96709,0,0,0,0,0
DAW96633,0,0,0,0,0
DAW96193,0,0,0,0,0
DAW95738,1,1,1,0,0
DAW95560,0,0,0,0,0
DAW94952,0,0,0,0,0
DAW94031,0,0,0,0,0
DAW94005,0,0,0,0,0
DAW93840,0,0,1,0,0
DAW93802,0,0,0,0,0
DAW93766,0,0,0,0,0
DAW93212,1,1,1,0,0
DAW93039,0,0,0,0,0
DAW93035,0,0,0,0,0
DAW92375,1,0,1,0,0
DAW91838,0,0,0,0,0
DAW91235,1,1,1,0,0
DAW91219,0,0,0,0,0
DAW90396,1,1,1,0,0
DAW89497,0,0,0,0,0
DAW89296,0,0,0,0,0
DAW89011,0,0,0,0,0
DAW88564,0,0,0,0,0
DAW88191,0,0,0,0,0
DAW88085,0,0,0,0,0
DAW87828,0,0,0,0,0
DAW87534,0,0,0,0,0
DAW87161,1,1,1,0,0
DAW86435,0,0,0,0,0
DAW85301,0,0,0,0,0
DAW84899,1,1,1,0,0
DAW84385,0,0,0,0,0
DAW83906,0,0,0,0,0
DAW22420,0,0,0,0,0
DAW22399,0,0,0,0,0
DAW22351,0,0,0,0,0
DAW21493,0,0,0,0,0
DAW21241,0,0,0,0,0
DAW21202,0,0,0,0,0
DAW20783,0,0,0,0,0
DAW20712,0,0,0,0,0
DAW20537,0,0,0,0,0
DAW20305,0,0,0,0,0
DAW18200,0,0,0,0,0
DAW17585,0,0,0,0,0
DAW17581,0,0,0,0,0
DAW16990,0,0,1,0,0
DAW15249,0,0,0,0,0
DAW15245,0,0,0,0,0
DAW14899,0,0,0,0,0
DAW14164,0,0,0,0,0
DAW14090,0,0,0,0,0
DAW13571,0,0,0,0,0
DAW12927,0,0,0,0,0
DAW12674,0,0,0,0,0
DAW12389,0,0,0,0,0
DAW11887,0,0,1,0,0
DAW11680,0,0,0,0,0
DAW11500,0,0,0,0,0
DAW11451,0,0,0,0,0
DAW11363,0,0,0,0,0
DAW10874,1,1,1,0,0
DAW10080,0,0,0,0,0
DAW10030,0,0,0,0,0
DAW09784,0,0,0,0,0
DAW09437,0,0,0,0,0
DAW09254,0,0,0,0,0
DAW09221,0,0,0,0,0
DAW08986,0,0,0,0,0
DAW08796,0,0,0,0,0
DAW08084,0,0,0,0,0
DAW07459,0,0,0,0,0
DAW07383,0,0,0,0,0
DAW07070,1,1,1,0,0
DAW06976,0,0,0,0,0
DAW05595,0,0,0,0,0
DAW05296,0,0,0,0,0
DAW04979,0,0,0,0,0
DAW04747,1,1,1,0,0
DAW04193,0,0,0,0,0
DAW04056,0,0,0,0,0
DAW03775,0,0,0,0,0
DAW03198,1,1,1,0,0
DAW01987,0,0,0,0,0
DAW01584,1,1,1,1,0
DAW00521,0,0,0,0,0
DAW00518,1,1,1,0,0
DAV99736,0,0,0,0,0
DAV99396,0,0,0,0,0
DAV99147,0,0,0,0,0
DAV98301,0,0,0,0,0
DAV97870,0,0,0,0,0
DAV97079,0,0,0,0,0
DAV96954,0,0,0,0,0
DAV96770,0,0,0,0,0
DAV96646,0,0,0,0,0
DAV96164,0,0,0,0,0
DAV96112,0,0,0,0,0
DAV95820,1,1,1,0,0
DAV95782,0,0,0,0,0
DAV95572,0,0,0,0,0
DAV94993,0,0,0,0,0
DAV94489,0,0,0,0,0
DAV94317,0,0,0,0,0
DAV94086,0,0,0,0,0
DAV93851,0,0,0,0,0
DAV93459,1,1,1,0,0
DAV92577,0,0,0,0,0
DAV92302,0,0,0,0,0
DAV92210,0,0,0,0,0
DAV91828,0,0,0,0,0
DAV91823,1,1,1,0,0
DAV91460,0,0,1,0,0
DAV90378,0,0,0,0,0
DAV90091,0,0,0,0,0
DAV89925,0,0,0,0,0
DAV89786,1,1,1,1,0
DAV89588,0,0,0,0,0
DAV89530,0,0,0,0,0
DAV89481,0,0,0,0,0
DAV89400,0,0,0,0,0
DAV89038,0,0,0,0,0
DAV88790,0,0,1,0,0
DAV88789,1,1,1,0,0
DAV87748,0,0,0,0,0
DAV87509,0,0,0,0,0
DAV87372,0,0,0,0,0
DAV87353,0,0,0,0,0
DAV87092,0,0,0,0,0
DAV86912,0,0,0,0,0
DAV86773,0,0,0,0,0
DAV86124,0,0,0,0,0
DAV86058,0,0,0,0,0
DAV85969,0,0,0,0,0
DAV85820,0,0,0,0,0
DAV85059,0,0,0,0,0
DAV84912,0,0,0,0,0
DAV84201,0,0,0,0,0
DAV83023,0,0,0,0,0
DAV82878,0,0,0,0,0
DAV82636,0,0,0,0,0
DAV82161,0,0,0,0,0
DAV81598,0,0,0,0,0
DAV81434,0,0,0,0,0
DAV81392,0,0,0,0,0
DAV80965,0,0,0,0,0
DAV80061,0,0,0,0,0
DAV80020,0,0,0,0,0
DAV80014,0,0,0,0,0
DAV79939,0,0,0,0,0
DAV79692,0,0,0,0,0
DAV79356,0,0,0,0,0
DAV78860,0,0,0,0,0
DAV78799,0,0,0,0,0
DAV78713,0,0,0,0,0
DAV78555,0,0,0,0,0
DAV78497,0,0,0,0,0
DAV78269,0,0,0,0,0
DAV77750,0,0,0,0,0
DAV77222,1,1,1,0,0
DAV76678,0,0,0,0,0
DAV76557,0,0,0,0,0
DAV75691,0,0,0,0,0
DAV75677,0,0,0,0,0
DAV75473,0,0,0,0,0
DAV75445,0,0,0,0,0
DAV75042,0,0,0,0,0
DAV73757,0,0,0,0,0
DAV72846,0,0,0,0,0
DAV72824,0,0,0,0,0
DAV72735,0,0,0,0,0
DAV71994,1,1,1,0,0
DAV71145,1,1,1,0,0
DAV70960,0,0,0,0,0
DAV70827,0,0,0,0,0
DAV70222,0,0,0,0,0
DAV69970,0,0,0,0,0
DAV69595,0,0,0,0,0
DAV69392,0,0,0,0,0
DAV68700,1,1,1,0,0
DAV68571,0,0,0,0,0
DAV68040,0,0,0,0,0
DAV67672,1,1,1,0,0
DAV67156,0,0,0,0,0
DAV66721,0,0,0,0,0
DAV66399,0,0,0,0,0
DAV66142,0,0,0,0,0
DAV65827,0,0,0,0,0
DAV65335,0,0,0,0,0
DAV65268,0,0,0,0,0
DAV64351,0,0,0,0,0
DAV63764,0,0,0,0,0
DAV63677,0,0,0,0,0
DAV63456,0,0,0,0,0
DAV62887,0,0,0,0,0
DAV62600,1,1,1,0,0
DAV61650,0,0,0,0,0
DAV61489,1,1,1,0,0
DAV59395,1,1,1,0,0
DAV58892,0,0,0,0,0
DAV58630,0,0,0,0,0
DAV58545,0,0,0,0,0
DAV58106,1,1,1,0,0
DAV57977,1,1,1,0,0
DAV57550,0,0,0,0,0
DAV57315,0,0,0,0,0
DAV56838,0,0,0,0,0
DAV56753,0,0,0,0,0
DAV56692,0,0,0,0,0
DAV56310,0,0,0,0,0
DAV55153,0,0,0,0,0
DAV54383,0,0,0,0,0
DAV54323,0,0,1,0,0
DAV54244,0,0,0,0,0
DAV53722,0,0,0,0,0
DAV52344,0,0,0,0,0
DAV52183,0,0,0,0,0
DAV52031,0,0,0,0,0
DAV51760,0,0,0,0,0
DAV51659,0,0,0,0,0
DAV51622,0,0,0,0,0
DAV51553,0,0,0,0,0
DAV50906,0,0,0,0,0
DAV50435,0,0,0,0,0
DAV50174,0,0,0,0,0
DAV50117,0,0,0,0,0
DAV50083,0,0,0,0,0
DAV49864,0,0,1,0,0
DAV49528,0,0,0,0,0
DAV48797,0,0,0,0,0
DAV48161,0,0,0,0,0
DAV48066,0,0,0,0,0
DAV47737,0,0,0,0,0
DAV47470,1,1,1,0,0
DAV46535,0,0,0,0,0
DAV45895,0,0,0,0,0
DAV45435,1,1,1,0,0
DAV44537,0,0,0,0,0
DAV44317,0,0,0,0,0
DAV43566,1,1,1,0,0
DAV41905,0,0,1,0,0
DAV41694,1,1,1,0,0
DAV41479,0,0,0,0,0
DAV40513,0,0,0,0,0
DAV38911,0,0,0,0,0
DAV38756,0,1,1,0,0
DAV38426,0,0,1,0,0
DAV38000,0,0,0,0,0
DAV37504,0,0,0,0,0
DAV36838,0,0,0,0,0
DAV36514,0,0,0,0,0
DAV36369,0,0,0,0,0
DAV36067,0,0,0,0,0
DAV35873,0,0,0,0,0
DAV33333,0,0,0,0,0
DAV33209,0,0,0,0,0
DAV32619,1,1,1,0,0
DAV31608,0,0,0,0,0
DAV31492,0,0,0,0,0
DAV31017,0,1,1,0,0
DAV30924,0,0,0,0,0
DAV30598,0,0,0,0,0
DAV30247,1,1,1,0,0
DAV29852,0,0,0,0,0
DAV29708,0,0,0,0,0
DAV29372,0,0,0,0,0
DAV29269,0,0,0,0,0
DAV29221,0,0,0,0,0
DAV29041,0,0,0,0,0
DAV28828,1,1,1,0,0
DAV28702,0,0,0,0,0
DAW81901,0,0,0,0,0
DAW81809,0,0,0,0,0
DAW81752,1,1,1,0,0
DAW81393,0,0,0,0,0
DAW80262,0,0,0,0,0
DAW80215,0,0,0,0,0
DAW80048,0,0,0,0,0
DAW79441,1,1,1,0,0
DAW78818,0,0,0,0,0
DAW78813,0,0,0,0,0
DAW78659,0,0,0,0,0
DAW78316,0,0,0,0,0
DAW78067,0,0,0,0,0
DAW76485,0,0,0,0,0
DAW76401,1,1,1,0,0
DAW75681,0,0,0,0,0
DAW75580,0,0,0,0,0
DAW75074,1,1,1,0,0
DAW74784,0,0,1,0,0
DAW74036,0,0,0,0,0
DAW72989,0,0,0,0,0
DAW72645,0,0,0,0,0
DAW71985,0,0,0,0,0
DAW71923,0,0,0,0,0
DAW71613,0,0,0,0,0
DAW71025,0,0,0,0,0
DAW69798,0,0,0,0,0
DAW69745,0,0,0,0,0
DAW69655,0,0,0,0,0
DAW69553,0,0,0,0,0
DAW69508,0,0,0,0,0
DAW69334,0,0,0,0,0
DAW68908,0,0,0,0,0
DAW68348,1,1,1,0,0
DAW66475,0,0,0,0,0
DAW66375,1,1,1,0,0
DAW66194,0,0,0,0,0
DAW65751,0,0,0,0,0
DAW65600,0,0,0,0,0
DAW65420,0,0,0,0,0
DAW65272,0,0,0,0,0
DAW65196,0,0,0,0,0
DAW64887,0,0,0,0,0
DAW64814,0,0,0,0,0
DAW64540,1,1,1,0,0
DAW63729,0,0,0,0,0
DAW60757,0,0,0,0,0
DAW60429,0,0,0,0,0
DAW59985,0,0,0,0,0
DAW58790,0,0,0,0,0
DAW58638,0,0,0,0,0
DAW58210,0,0,0,0,0
DAW58098,0,0,0,0,0
DAW57497,0,0,0,0,0
DAW57054,0,0,0,0,0
DAW57047,0,0,0,0,0
DAW56943,0,0,0,0,0
DAW56659,0,0,0,0,0
DAW56537,0,0,0,0,0
DAW55566,0,1,1,0,0
DAW55529,0,0,0,0,0
DAW53832,0,0,0,0,0
DAW52653,0,0,0,0,0
DAW51482,0,0,0,0,0
DAW51099,0,0,0,0,0
DAW50368,0,0,0,0,0
DAW50365,0,0,0,0,0
DAW50226,0,0,0,0,0
DAW49998,0,0,0,0,0
DAW49723,0,0,0,0,0
